Subject,Content,Source,Category
,"Hat die Schweiz genügend Wasserreserven? Ja, die Schweiz wird dank ihrer Wasservorräte sogar als «Wasserschloss Europas» bezeichnet. Nicht nur finden sich in der Schweiz die Quellen von Rhone, Rhein und Inn, es gibt hier auch bedeutende natürliche Reservoire in Form von Gletschern, Seen und Grundwasser sowie eine jährliche Niederschlagsmenge, die um vieles höher liegt als der Verbrauch. Die in der Schweiz pro Jahr geförderte Menge von 1 Milliarde Kubikmetern Trinkwasser entspricht gerade einmal 2  Prozent der jährlichen Niederschlagsmenge in Form von Regen, Schnee und Hagel.",FAQ (Q&A),Wasser
,"Woher kommt das Schweizer Trinkwasser? Trinkwasser wird in der Schweiz zu 40 Prozent aus natürlichen Quellen gewonnen, weitere 40 Prozent werden aus Grundwasser hoch gepumpt und 20 Prozent aus Oberflächenwasser naturnah aufbereitet. Der Wasserverbund Region Bern nutzt das Wasser aus den drei Fassungsgebieten Aeschau (Emmental), Kiesen und Belpau (Aaretal). Damit werden rund 200’000 Menschen in der Stadt Bern und in acht Gemeinden der Region versorgt.",FAQ (Q&A),Wasser
,"Wie viel Wasser sollte der Mensch täglich zu sich nehmen? In unseren Breitengraden werden zwei bis drei Liter Wasser pro Tag empfohlen; in warmen Klimazonen bis zu sechs Liter. Diese Menge variiert aber je nach Körpergewicht und Tätigkeit. Rund ein Liter Wasser nimmt der Mensch alleine durch feste Nahrungsaufnahme zu sich. Der Rest muss durch das eigentliche Trinken zugeführt werden. Wasser ist der wichtigste Stoff unserer Ernährung. Zwar besteht der menschliche Körper zu 60 Prozent aus Wasser, da er aber täglich rund zweieinhalb Liter Flüssigkeit verliert, ist die regelmässige Wasseraufnahme essentiell. Ohne Flüssigkeit kann der Mensch kaum drei Tage überleben. Ihren ungefähren Flüssigkeitsbedarf können Sie auf der Website von Gesundheitsförderung Schweiz berechnen.",FAQ (Q&A),Wasser
,"Was ist gesünder: Mineral- oder Hahnenwasser? Schweizer Hahnenwasser ist von ausgezeichneter Qualität. Dies lässt sich mit gutem Gewissen sagen, denn das Trinkwasser wird in der Schweiz streng überwacht und kontrolliert und muss hohen Qualitätsanforderungen genügen. So verwundert es nicht, dass eine Studie des Schweizerischen Konsumentenschutzes 1998 zum Schluss kam, dass die meisten Mineralwässer qualitativ nicht besser oder sogar minderwertiger als das Hahnenwasser sind. In Sachen Preis haben die Mineralwässer noch viel deutlicher das Nachsehen gegenüber dem Hahnenwasser: Letzteres ist nämlich rund tausendmal günstiger. Aus ökologischer Sicht hat Hahnenwasser den Vorteil, dass es vergleichsweise wenig Energie für die Produktion und Verteilung benötigt. Man denke an die Unmengen Verpackungsmaterial, die Mineralwässer «verschlingen», und den umweltbelastenden Transport.",FAQ (Q&A),Wasser
,Wie hoch ist der Wassertarif? Die Wassertarife der Stadt Bern regeln die Anschluss- und Erschliessungsgebühren.,FAQ (Q&A),Wasser
,Wie hoch ist der Abwassertarif? Die Abwassertarife sind im Stadtrecht geregelt.,FAQ (Q&A),Wasser
,"Mit ewb.INTERNET erhalten Sie eines unserer Internetabos. Im monatlichen Preis inbegriffen sind die gewählte Geschwindigkeit, ein WLAN-Router oder ein Konverter sowie Support per Telefon oder E-Mail. Falls Sie in einem glasfasererschlossenen Gebiet wohnen und die Glasfaserdose bei Ihnen zu Hause noch nicht installiert ist, ist die Installation derselben ebenfalls im Preis inbegriffen. ",FAQ (Q&A),Internet
,Daten können mit der gleichen Geschwindigkeit aus dem Internet heruntergeladen (Download) und hochgeladen (Upload) werden. ,FAQ (Q&A),Internet
,"Kurzbeschrieb (PDF, 5.8 MB), Bedienungsanleitung (PDF, 4.6 MB) https://www.ewwwb.ch/_upload/kurzanleitung-fritz-5490.pdf",FAQ (Q&A),Internet
,"Kurzbeschrieb (PDF, 4.61 MB)
Kurzbeschrieb (PDF, 4.61 MB)Bedienungsanleitung (PDF, 656 KB) https://www.ewwwb.ch/_upload/Datasheet-DS-C037-MCT-3002-DR_A01-MCT-100-A01_20150507.pdf",FAQ (Q&A),Internet
,"Kontrollieren Sie bereits bei der Wohnungsübergabe, ob eine Glasfaserdose vorhanden ist und notieren Sie sich deren Nummer. Ist keine Glasfaserdose vorhanden, fragen Sie den Vormieter, ob er Internet über DSL bezog und wenn ja, ob er Ihnen die Leitungsnummer und/oder seine Festnetznummer geben kann.

Wenn Sie umziehen, teilen Sie uns bitte so früh wie möglich (bereits vor dem Umzug) den Umzugstermin sowie die neue Adresse mit. Da ggf. noch eine Glasfaserdose gebaut oder die Kupferdrähte überführt werden müssen, hilft uns das, Ihnen einen lückenlosen Service zu ermöglichen. ",FAQ (Q&A),Internet
,"Ein WLAN-Router wird Ihnen vor der Aufschaltung kostenlos zugestellt. Wenn Sie möchten, können Sie diesen kostenpflichtig installieren lassen. Ansonsten benötigen Sie nur die Geräte, mit denen Sie im Internet surfen wollen. Sie haben die Möglichkeit, ewb.INTERNET auch ohne Router von ewb zu nutzen. Stellen Sie dabei sicher, dass Ihr eigener Router kompatibel mit den für ewb.INTERNET verwendeten Netzen ist. Ansonsten kann es für Sie zu Qualitätseinbussen kommen. ",FAQ (Q&A),Internet
,Nach der Installation der Glasfaserdose bleiben die klassischen Anschlüsse (Koaxial/TV und Kupfer/Telefon) weiterhin bestehen. ,FAQ (Q&A),Internet
,ewb.INTERNET ist in der ganzen Schweiz verfügbar. ,FAQ (Q&A),Internet
,"Das Angebot eignet sich für Kundinnen und Kunden, welche genug von unnötigen Bundles und versteckten Kosten haben sowie ein einfaches, schnelles und günstiges Internetangebot wünschen ",FAQ (Q&A),Internet
,"•E-Mails mit grosser Datenmenge können schneller versendet resp. empfangen werden
•Streamen von Sendungen oder Videos in HD- und UHD-Qualität
•Komfortable Voraussetzung für Cloud-Services wie z.B. Foto- oder Musiksammlungen oder externe Datenbackups
•Das Verschieben von Daten im Internet geht sehr schnell
•Online-Gamer freuen sich über tiefe Ladezeiten ",FAQ (Q&A),Internet
,"1.Prüfen Sie, ob ewb.INTERNET bei Ihnen verfügbar ist.


2.Bestellen Sie in wenigen Klicks ewb.INTERNET und ewb.TV einfach über unsere Website.


3.Laden Sie unsere Kündigungshilfe herunter. Wählen Sie einfach Ihren jetzigen Anbieter aus, füllen Sie das Formular aus und unterzeichnen Sie dieses. Anschliessend müssen Sie dieses nur noch Ihrem aktuellen Anbieter zukommen lassen. Die meisten Anbieter bestehen auf eine schriftliche Kündigung. Ist das bei Ihrem Anbieter nicht der Fall, umso besser! Wenn Sie die Kündigung per Einschreiben senden, können Sie allerdings sicher sein, dass diese auch bearbeitet wird. Beachten Sie, dass Sie Ihr bestehendes Abo nicht vor dem Aufschaltdatum von ewb.INTERNET abschalten lassen.

Falls Sie auch Ihren Kabelnetzanschluss kündigen möchten, finden Sie hier die entsprechende Vorlage.


Ist Ihnen das Ganze immer noch zu kompliziert? Dann kommen Sie bei Energie Wasser Bern an der Monbijoustrasse 11 vorbei: Wir beraten Sie gerne in unserem Wohnzimmer. Alternativ können Sie uns auch einfach das von Ihnen unterschriebene Kündigungsschreiben sowie den Vertrag mit Ihrem bestehenden Anbieter zukommen lassen und wir kümmern uns um die Kündigung bei Ihrem Anbieter.

Energie Wasser Bern 
 Monbijoustrasse 11 
 3001 Bern 
 Telefon: 031 321 31 11
 ",FAQ (Q&A),Internet
,"Ja. Stellen Sie dabei sicher, dass Ihr eigener Router kompatibel mit den für ewb.INTERNET verwendeten Netzen ist. Ansonsten kann es für Sie zu Qualitätseinbussen kommen. Beispielsweise ist nicht jeder Router für Geschwindigkeiten über 100 Mbit/s auf dem DSL-Netz geeignet. Noch längst nicht jeder Router verfügt über einen optischen Anschlussfür das Glasfasernetz.

Sollten Sie sich nicht sicher sein, ob Ihr Router mit unserem Produkt funktioniert, kontaktieren Sie bitte unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
,"Ja sehr gerne! Wir begrüssen es sehr, wenn Sie Ihre Angebote selber zusammenstellen. ewb.INTERNET hat zudem eine direkte Anbindung zum Caching-Server von Netflix, dies bietet Ihnen bessere Bildqualität und kürzere Ladezeiten. Wir unterstützen natürlich auch alle anderen Streaming-Dienste. Bei uns wird keiner blockiert. ",FAQ (Q&A),Internet
,"Eine IP-Adresse ist eine Adresse in Computernetzen, die - wie das Internet - auf dem Internetprotokoll (IP) basiert. Sie wird Geräten zugewiesen, die ans Netz gebunden sind und macht diese somit adressier- und erreichbar.

Für Kunden, welche einen Server oder andere netzwerkgebundene Geräte betreiben, welche von aussen stets erreichbar sein müssen, ist eine fixe IP-Adresse oder ein IP-Subnetz (mehrere fixe IP-Adressen) zu empfehlen. ",FAQ (Q&A),Internet
,"Mit Heiminstallation ist gemeint, dass ein Fachmann bei Ihnen zu Hause die TV-Box oder Netzwerkgeräte wie z.B. den Router oder Konverter einrichtet. So brauchen Sie sich nicht mit dem Kabelsalat und all den Steckern abzumühen. Die Heiminstallation kann gegen eine einmalige Gebühr bestellt werden. ",FAQ (Q&A),Internet
,"Je nach Produkt erhalten Sie von uns eine Fritz!Box 5490, 7530 oder 7583 leihweise und kostenlos während der Abodauer zur Verfügung gestellt. Alternativ können Sie unseren MCT-DR 3002 Media Converter nutzen. Die Fritz!Box ist ein qualitativ hochstehendes Gerät mit einer hohen WLAN-Reichweite. Der Router unterstützt zudem diverse IP-Telefoniefunktionen sowie externe Speicher und Vieles mehr. Mehr dazu erfahren Sie in der Bedienungsanleitung oder direkt auf der Website des Herstellers AVM: www.avm.de. Die Bedienungsanleitungen finden Sie ebenfalls in diesen FAQ. ",FAQ (Q&A),Internet
,"Kontrollieren Sie bitte unter status.ewwwb.ch, ob eine Störungsmeldung für Ihre Wohngeged vorliegt. Liegt keine Meldung vor, dann starten Sie Ihren Router neu, indem Sie diesen vom Stromnetz trennen und wieder einstecken. Sollte die Verbindung immer noch nicht funktionieren, entfernen Sie alle Kabel, verbinden Sie diese erneut mit dem Router und stellen sicher, dass diese korrekt eingesteckt sind. Bleibt auch diese Massnahme erfolglos, kontaktieren Sie unseren technischen Support unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch ",FAQ (Q&A),Internet
,Aufgrund der tiefen Ping-Zeiten der Glasfasertechnologie sowie den hohen Bandbreiten bietet Ihnen ewb.INTERNET ein optimales Gaming-Erlebnis ,FAQ (Q&A),Internet
,"Sie sollten mindestens 80-90% der abonnierten Geschwindigkeit erreichen. 10%-20% Verlust sind aufgrund der IP-Technologie, welche im Internet verwendet wird, völlig normal. Stellen Sie beim Speedtest sicher, dass Ihr Gerät über Kabel mit dem Router verbunden ist. Über WLAN gibt es extrem viele Störfaktoren, welche die Geschwindigkeit reduzieren können. Testen Sie die Geschwindigkeit zudem über den Speedtest unseres Partner-Providers: iway.speedtest.net/. Dessen Server sind direkt mit unseren verbunden und messen die tatsächliche Geschwindigkeit unseres Netzes. Andere Speedtest-Server können irgendwo auf der Welt stehen, wobei die Resultate durch Netzwerkprobleme in deren Netzen beeinflusst werden. Bleibt das Problem bestehen, kontaktieren Sie bitte unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
,"Wir unterstützen IPV6 in der Stadt Bern vollumfänglich. Fixe IPV6 IP's bieten wir jedoch noch keine an. Ausserhalb der Stadt, auf den Netzen von Swisscom, ist leider noch kein IPV6 verfügbar. ",FAQ (Q&A),Internet
,"Kurzbeschrieb, Bedienungsanleitung ",FAQ (Q&A),Internet
,"Kurzbeschrieb

Bedienungsanleitung ",FAQ (Q&A),Internet
,"Unsere FRITZ! Clips geben Ihnen einen anschaulichen Überblick über die vielfältigen Funktionen der FRITZ!Box. Die kurzen Videos zeigen im Detail, wie einzelne Funktionen eingerichtet werden.

https://avm.de/service/avm-fritz-clips/internet/ ",FAQ (Q&A),Internet
, Der Vertrag über ewb.INTERNET hat eine Mindestvertragsdauer von 12 Monaten. ewb.TV hat keine Mindestvertragsdauer. ,FAQ (Q&A),Internet
,"Mit Smart Home schaffen Sie sich mehr Möglichkeiten im Heimnetz. Stromverbrauch messen, automatische Schaltungen und mehr sind mit den Produkten von FRITZ! möglich.
https://avm.de/ratgeber/smart-home/ ",FAQ (Q&A),Internet
," Ja, das ist problemlos möglich. Bitte folgen Sie dazu einfach dieser Anleitung:

- Klicken Sie auf der Taskleiste auf das WLAN-Symbol.

- Auf dem Bildschirm erscheint eine Liste mit Drahtlosnetzwerken.

- Wählen Sie das Drahtlosnetzwerk ihrer FRITZ!Box aus und klicken Sie ""Verbinden"".

- Drücken Sie die WPS-Taste der FRITZ!Box bis die Leuchtdiode ""WLAN"" blinkt. ",FAQ (Q&A),Internet
,"Wenn Sie per WLAN surfen, versichern Sie sich, dass das WLAN am Router und an Ihrem Gerät eingeschaltet ist. Schliessen Sie Ihr Gerät einmal direkt mit dem LAN-Babel am Router an. Starten Sie Ihr Handy, Ihr Tablet, Laptop usw. neu und verbinden Sie dieses nochmals mit dem WLAN.

 Kontrollieren Sie bitte, ob unter https://status.ewwwb.ch eine Störungsmeldung für Ihre Wohngegend vorliegt. Liegt keine Meldung vor, dann starten Sie Ihren Router neu, indem Sie diesen vom Stromnetz trennen und wieder einstecken. Sollte die Verbindung immer noch nicht funktionieren, entfernen Sie alle Kabel und verbinden Sie diese erneut mit dem Router und stellen Sie sicher, dass diese korrekt angebracht sind. Bleibt auch diese Massnahme erfolglos, kontaktieren Sie unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
,"Platzieren Sie Ihren Router wenn möglich dort, wo Sie das WLAN am häufigsten nutzen. Weitere Tipps zur optimalen Platzierung finden Sie in unserer Rubrik ""optimaler WLAN-Empfang"". Nützen alle diese Massnahmen nichts, kontaktieren Sie bitte unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
,"Das Funknetz Ihrer FRITZ!Box versorgt die Geräte in Ihrem Heimnetz mit den notwendigen Daten - ganz ohne Kabelverlegen. Nutzen Sie den privaten Hotspot für Ihre Gäste und nützliche Features zum automatischen Schalten.

https://avm.de/ratgeber/praktische-wlan-features/ ",FAQ (Q&A),Internet
,"Streamen Sie mit der FRITZ!Box Ihre Musik und Videos im gesamten Heimnetz. Mit FRITZ!NAS haben Sie einen flexiblen Speicher und können über MyFRITZ! von überall sicher auf Ihre Daten zugreifen.

https://avm.de/ratgeber/streaming-und-nas/ ",FAQ (Q&A),Internet
,"Vergewissern Sie sich, dass die Umschaltung stattgefunden hat. Im Zweifelsfall fragen Sie bei unserem Kundendienst nach. Wichtig: Die Umschaltung kann den ganzen Tag dauern (d.h. bis 17.00 Uhr)! Lassen Sie in jedem Fall vor dem Umschalttermin die Verkabelung in der neuen Wohnung von einem Elektriker kontrollieren und anschliessen. Dies ist nur dann nicht nötig, wenn Sie uns für die Umschaltung die Nummer des Vormieters mitteilen konnten. Verbinden Sie Ihre Geräte gemäss Anleitung mit Ihrem neuen Anschluss. Falls Sie neue Geräte bekommen haben, benutzen Sie die neuen Geräte. Warten Sie 10 - 20 Minuten. Können Sie danach keine Internetverbindung herstellen, starten Sie die Geräte neu. Falls das Internet immer noch nicht funktioniert, kontrollieren Sie, ob alle Verbindungskabel richtig installiert sind (wie in der mitgelieferten Kurzanleitung beschrieben). Können Sie danach immer noch keine Verbindung herstellen, kontaktieren Sie unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
,"Vergewissern Sie sich, dass die Aufschaltung durchgeführt wurde. Im Zweifelsfall fragen Sie bei unserem Kundendienst nach. Wichtig: Die Aufschaltung kann den ganzen Tag dauern (d.h. bis 17.00 Uhr). Lassen Sie die Verkabelung bei Ihnen zu Hause in jedem Fall vor dem Aufschalttermin von einem Elektriker kontrollieren und anschliessen. Dies ist nur dann nicht nötig, wenn Sie uns für die Neuaufschaltung die Nummer des Vormieters mitteilen konnten.

Verbinden Sie die erhaltenen Geräte gemäss der mitgelieferten Anleitung mit Ihrem Anschluss. Warten Sie danach 10 - 20 Minuten. Ist das Internet-Signal aufgeschaltet, konfiguriert sich die Fritz!Box in dieser Zeit automatisch. Sollte nach 30 Minuten das Internet noch nicht funktionieren, starten Sie die Geräte neu und kontrollieren Sie, ob alle Verbindungskabel richtig angeschlossen sind (wie in der mitgelieferten Kurzanleitung beschrieben). Funktioniert das Internet immer noch nicht, kontaktieren Sie unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
," Damit wir wissen, auf welchem Kabel wir Ihren Service aufschalten sollen, brauchen wir Informationen zur Leitung, welche in Ihren Wohn- oder Geschäftsraum führt. Wenn Sie oder der Vormieter bereits einen Internetservice über das DSL-Netz hatten, können wir die Leitung anhand dieser Informationen identifizieren. Die Leitungsnummer sollten Sie auf dem XDSL Datenblatt Ihres bisherigen Providers finden. Informationen zum Vormieter kann Ihnen möglicherweise Ihre Verwaltung geben.

 

Auch wenn Sie uns die Informationen zum Vormieter angeben, kann es sein, dass wir die Leitung neu überführen müssen. Wenn Ihr Vormieter am neuen Standort bereits wieder ein DSL-Abo und eine Telefonnummer hat, finden wir diesen in der Datenbank leider nur an der neuen Adresse. In diesem Fall müssen wir trotz Angaben zum Vormieter neu aufschalten.

 

Leider gibt es keine Datenbank, in welcher alle Kunden mit ihren DSL-Anschlüssen aufgeführt sind. ",FAQ (Q&A),Internet
,Die Geschwindigkeit des Downloads ist wesentlich höher als die Geschwindigkeit des Uploads. Auf Kupfernetzen sind grösstenteils nur asymmetrische Bandbreiten verfügbar. ,FAQ (Q&A),Internet
,DSL (Digital Subscriber Line) Internet ist schweizweit verfügbar und über das Netzwerk von Swisscom erschlossen. ,FAQ (Q&A),Internet
,"Sie Können ewb.TV auf bis zu fünf mobilen Geräten, Laptops und PCs gleichzeitig nutzen. Laden Sie dazu einfach die ewb.TV-App im Google Play Store oder im App Store herunter und loggen sich mit den Anmeldeinformationen ein, welche Sie in der Aufschaltbestätigung erhalten haben. ",FAQ (Q&A),Internet
,"•Router kontrollieren und neu starten.
•Kontrollieren, ob das Stromkabel angeschlossen und der Router eingeschaltet ist.
•Kontrollieren, ob das Kabel für die Internetverbindung korrekt eingesteckt ist.
•Kontrollieren, ob das DSL- oder Fiber LED-Licht am Router leuchtet.
•Kontrollieren, ob Ihr WLAN am Router und dem Endgerät eingeschaltet ist.
•Kontrollieren, wie viele Anwendungen auf Ihrem Gerät gleichzeitig laufen. Zu viele Anwendungen verlangsamen das Internet.
•Kontrollieren Sie, ob der Router und die Geräte am Router korrekt eingesteckt sind.
•Bleiben alle diese Massnahme erfolglos, kontaktieren Sie unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch. ",FAQ (Q&A),Internet
,"Zuhause via WLAN surfen: Mit der WLAN-Funktion  sparen Sie dank Flatrate wertvolles Datenvolumen. Außerdem profitieren Sie von höhere Geschwindigkeit und einer sicheren Verbindung.
• Kontaktliste des Smartphones auf FRITZ!Box exportieren: Sie wollen die Kontaktliste Ihres Smartphones auch für die Festnetztelefonie mit dem FRITZ!Fon verwenden? In diesem Fall können Sie diese einfach in ein Telefonbuch auf der FRITZ!Box exportieren. 
• Das Smartphone als Festnetz-Erweiterung: Einfach das Smartphone ins Heimnetz integrieren und zu Festnetz-Konditionen telefonieren. Stellen Sie mit der FRITZ!App Fon die Verbindung her und synchronisieren Sie außerdem das Adressbuch oder nutzen Sie den Anrufbeantworter. ",FAQ (Q&A),Internet
," Bei ewb.INTERNET gibt es keine versteckten Kosten. Sie zahlen weder eine Aufschaltgebühr noch eine Gebühr für die Benutzung des Netzes. Sogar die Installation der Glasfaserdose übernehmen wir für Sie. Bei DSL-Anschlüssen (Hausanschlusskasten zur Router Steckdose) können die Kosten für die Überführung der Leitung auf Sie zukommen, sofern Sie uns die Informationen zum Vormieter oder der Leitung nicht angeben können. ",FAQ (Q&A),Internet
,"Für diese Strecke sind Sie als Kunde verantwortlich. Die Überführung vom Hausanschlusskasten (UP) bis zur Router-Steckdose sollte direkt verlegt werden. Auch in der Wohnung sollten keine anderen Steckdosen zwischengeschaltet werden. Nur eine Broadband Ready-Installation, die korrekt von einem Elektrofachmann durchgeführt wurde, gewährleistet Ihnen eine optimale DSL-Verbindung. Sollte auf dieser Strecke ein Problem auftreten, klären Sie dies bitte mit Ihrem Elektriker ab. ewb führt diese Installation, falls nötig, gerne kostenpflichtig für Sie durch ",FAQ (Q&A),Internet
,"Auch für diese Strecke sind Sie als Kunde verantwortlich. Es sollte auch hier eine saubere Verkabelung direkt von Router-Steckdose bis zum Router durchgeführt werden. Überlange Kabel, alte Steckdosen, nicht saubere Kontakte usw. gilt es zu vermeiden. Auch in diesem Fall kann Sie Ihr Elektriker fachmännisch beraten und falls notwendig die Installation anpassen. ewb bietet Ihnen fachmännische Heiminstallationen zu einem fairen Preis an. Bestellen Sie diese am besten gleich mit. ",FAQ (Q&A),Internet
,"Egal, ob im Coop mit Freunden oder online mit der ganzen Welt: Die FRITZ!Box ist der perfekte Gaming-Router. Hier gibt es Tipps fürs Zocken an den Konsolen und am PC.

https://avm.de/ratgeber/gaming/ ",FAQ (Q&A),Internet
," Sie können die Einstellungen der FRITZ!box über http://fritz.box konfigurieren. Geben Sie dazu diesen Link in einem Browser (Explorer, Firefox etc.) ein. ",FAQ (Q&A),Internet
,"Dabei können FRITZ!Powerline und FRITZ!WLAN Repeater die Reichweite wo nötig erhöhen, während WLAN AC für einen zusätzlichen Geschwindigkeitsschub sorgt

https://avm.de/ratgeber/highspeed-und-reichweite/ ",FAQ (Q&A),Internet
,"Sie finden hier die Anleitung, um die  Sicherheitseinstellungen zu konfigurieren:

https://avm.de/ratgeber/sicherheit/ ",FAQ (Q&A),Internet
,Tipps & Tricks für Verbindungen zu anderen Herstellern https://avm.de/service/vpn/uebersicht/ ,FAQ (Q&A),Internet
,"Ihre FRITZ!Box kann Ihnen auch als Telefonzentrale dienen. Nutzen Sie den integrierten Anrufbeantworter, um alle Nummern individuell zu bedienen. Dank MyFRITZ!-Dienst haben Sie auch unterwegs Zugriff auf Sprachnachrichten und Anrufliste. https://avm.de/ratgeber/telefonieren-und-faxen/ ",FAQ (Q&A),Internet
,"Energie Wasser Bern schliesst die gesamte Stadt Bern bis 2022 ans Berner Glasfasernetz an. Leider können wir dabei nicht einzelne Liegenschaften bevorzugt erschliessen. Ob Sie bereits erschlossen sind oder wann Ihre Leigenschaft ggf. erschlossen wird, erfahren Sie auf dem Erschliessungs-Checker auf www.ewb.ch/erschliessung. Sofern der Grundanschluss vorhanden ist, installieren wir die Dose kostenlos in Ihrer Wohnung, wenn Sie ewb.INTERNET bestellen. 

Ihre Liegenschaft ist nicht erschlossen und es ist auch keine Erschliessung geplant? melden Sie sich bitte bei unserem Kundendienst, um weitere Informationen zu erhalten. ",FAQ (Q&A),Internet
," Der Vertrag über ewb.INTERNET kann unter Einhaltung einer Kündigungsfrist von drei Monaten auf ein Monatsende gekündigt werden.

Der Vertrag über ewb.TV kann unter Einhaltung einer Kündigungsfrist von einem Monat auf ein Monatsende gekündigt werden. ",FAQ (Q&A),Internet
,"Wir verrechnen die Internetdienstleistungen im Normalfall monatlich per E-Mail. Möchten Sie die Rechnung per Post erhalten, können Sie die Einstellungen im ewb-Kundenportal (https://kundenportal.ewb.ch/) anpassen oder mit unserem Kundendienst Kontakt aufnehmen. Eine gemeinsame Rechnung für Internet- und TV-Dienstleistungen und Strom sowie anderen Energiemedien ist im Moment leider nicht möglich.  ",FAQ (Q&A),Internet
," Befolgen Sie einfach die Installationsanleitung für Ihren Router, welche Sie hier in den FAQ herunterladen können. Suchen Sie einfach nach Ihrem Router-Typ (z.Bsp. 7530)

Eine Ungewohntheit bei Installationen auf dem Glasfasernetz ist das Entfernen der Staubschutzkappen an der Dose, dem Router und dem Verbindungskabel. Dies weil die Internetsignale mittels Lichtwellen übertragen werden und das für eine optimale Übertragungsqualität saubere Kontakte erfordert. ",FAQ (Q&A),Internet
," Sofern eine Liegenschaft an das Glasfasernetz angeschlossen ist, montiert ein Installateur von Energie Wasser Bern oder Swisscom nach erfolgter Bestellung von «ewb.INTERNET» die notwendige Glasfasersteckdose (OTO) für den Internetzugang in Ihrer Wohnung. Die Installation ist für Sie kostenlos. ",FAQ (Q&A),Internet
,"Berner Glasfasernetz:

Optische Schnittstelle OTO: Stecker Typ an der Dose ist LC/APC (8° Schliff)

Optische Schnittstelle Router: 1000Base-BX-U, 10km, RX 1490nm (-20..-3dBm) / Tx 1310nm (-9.5..-3dBm)

Optisches Patchkabel:   Single Mode Faser 9/125 Simplex, stahlarmiert G.657A, Seite OTO: LC/APC (8° Schliff), Seite Router: LC/PC oder SC/PC, 

WAN:   Ethernet

Protokoll:  DHCP

 

BBCS Glasfaser:

Optische Schnittstelle OTO: Stecker Typ an der Dose ist LC/APC (8° Schliff)

Optische Schnittstelle Router: 1000Base-BX-U, 10km, RX 1490nm (-20..-3dBm) / Tx 1310nm (-9.5..-3dBm)

Optisches Patchkabel:   Single Mode Faser 9/125 Simplex, stahlarmiert G.657A, Seite OTO: LC/APC (8° Schliff), Seite Router: LC/PC oder SC/PC, 

WAN:   Ethernet

Protokoll:  DHCP, PPPoE (Kunden mit fixer IP Adresse)

VLAN:   10, 11 für Kunden mit fixer IP Adresse

Gerät:  Nur von Swisscom zugelassene Geräte ",FAQ (Q&A),Internet
,"BBCS Kupfer:

Patchkabel: U72 Kabel (oder besser). Ein CAT5 (UTP oder STP) wird empfohlen.

WAN:  ADSL (Annex A/B) gemäss TS 101 388, VDSLVectoring(Annex B/M) gemäss TS 101 271, G.fast ITU-T G.9700 & 9701

Protokoll:  DHCP, PPPoE für Kunden mit fixer IP Adresse

DSL:   VPI=8, VCI=35

Gerät:  Nur von Swisscom zugelassene Geräte 

Alle BBCS relevanten Informationen finden sich unter: https://www.swisscom.ch/de/business/wholesale/angebot/anschluesse/BBCS/AktuelleVertragsdokumente.html ",FAQ (Q&A),Internet
,"Die Sender entscheiden grundsätzlich selber, ob sie diese Funktion zulassen oder nicht. In unserer Senderliste erfahren Sie, welche Sender Replay haben und welche nicht. https://www.ewwwb.ch/senderliste",FAQ (Q&A),Internet
,"Je nach Produkt können Sie über drei TV-Boxen und bis zu fünf weitere Geräte wie Mobile, Tablet oder PC fernsehen.  ",FAQ (Q&A),Internet
,"
  


Wenn Sie Apple TV oder Chrome Cast haben oder gar nicht mit dem grossen TV fernsehen wollen, dann benötigen Sie keine TV-Box. Um ewb.TV ohne die eben genannten Optionen in bester Qualität auf ihrem Fernseher zu geniessen, empfehlen wir Ihnen jedoch unsere TV-Box.  ",FAQ (Q&A),Internet
,Leider gibt es im Moment noch keine Smart TV App von ewb.TV. Eine Solche App befindet sich aber in Planung. Ein Release-Datum ist noch nicht bekannt. ,FAQ (Q&A),Internet
,"ewb.TV bietet bewusst kein VOD an. Sie finden aber in den Stores von Google, Apple, Hollystar und anderen Anbietern eine riesige Auswahl an Filmen zu sehr attraktiven Preisen.  ",FAQ (Q&A),Internet
